id,path,no_cotizacion,fecha,producto,sku,descripcion,unidades,precio_p,precio_unitario,precio_cu,precio_final
1/Cotización V-Z1-64,2021/Cotización V-Z1-64,Cotización V-Z1-64,29/10/2021,Procesador,BX8070110400,"Procesador Intel Core I5-10400f, Lga 1200 2.9ghz, 10th Gen, Cache De 12m, Requiere Tarjeta Grafica,",5,2539.54,14221.42,2844.28,14221.42
2/Cotización V-Z1-64,2021/Cotización V-Z1-64,Cotización V-Z1-64,29/10/2021,Motherboard,,"Tarjeta Madre Asus Prime H510m-e, Lga 1200 Gen 11th, 10gen, 2xddr4, 4xsata, 1xpcie 4.0, 2xpcie 3.0, 1xm.2, 1xdp, 1xhdmi, 1xvga",5,1644.22,9207.63,1841.53,9207.63
3/Cotización V-Z1-64,2021/Cotización V-Z1-64,Cotización V-Z1-64,29/10/2021,Tarjeta video,,"Tarjeta De Video Gigabyte GeForce GT 730, 2gb Ddr3 2048mb, 64bit, Soporta Pci-e 2.0 X8, Reloj De Nucleo 902mhz, Atx, Rev 3.0,",5,1530.07,8568.39,1713.68,8568.39
4/Cotización V-Z1-64,2021/Cotización V-Z1-64,Cotización V-Z1-64,29/10/2021,RAM,CMW16GX4M1Z3600C18,"Memoria Ram Corsair Vengeance Memoria 16gb, Ddr4, 3600mhz, Cl18, Cmk16gx4m1z3600c18",5,1128.33,6318.65,1263.73,6318.65
5/Cotización V-Z1-64,2021/Cotización V-Z1-64,Cotización V-Z1-64,29/10/2021,SSD,SNVS/500G,"Unidad De Estado Solido Ssd Kingston Nv1 Nvme, 500gb, Lectura 2100 Mb/s, Escritura 1700 Mb/s, M.2",5,826.93,4630.81,926.16,4630.81
6/Cotización V-Z1-64,2021/Cotización V-Z1-64,Cotización V-Z1-64,29/10/2021,Gabinete,AC-05008,"Gabinete Atx Acteck Kiruna, 2 Bahias 3.5"", 7 Ranuras De Expansion, Panel Frontal Con 2 Usb 2.0, Salida De Audio/microfono.",5,610.32,3417.79,683.56,3417.79
7/Cotización V-Z1-64,2021/Cotización V-Z1-64,Cotización V-Z1-64,29/10/2021,Fuente de Poder,BR-931168,"Fuente De Poder Balam Rush Gr500, 500w, 1x20+4 Pines, 5xsata, 3xmolex, 2xp6+2, 1xp8(4+4), 80 Plus Bronce, (br-931168)",5,734.94,4115.66,823.13,4115.66
8/Cotización V-Z1-64,2021/Cotización V-Z1-64,Cotización V-Z1-64,29/10/2021,Sistema operativo,Z1INSSO10PRO,Windows 10 Pro,5,434.78,2000,400,2000
9/Cotización V-Z1-64,2021/Cotización V-Z1-64,Cotización V-Z1-64,29/10/2021,Monitor,UM.IV6AA.A12,"Monitor Acer V206hql 19.5 Pulgadas, Widescreen Resolucion, 1600x900 P, 60hz, 1xhdmi, 1vga, Vesa,",10,2018.78,22610.34,2261.03,22610.34
10/Cotización V-Z1-64,2021/Cotización V-Z1-64,Cotización V-Z1-64,29/10/2021,Kit de teclado y mouse,TZ16COMB01-INA,"Combo Teclado Y Mouse Inalambrico Techzone Tz16comb01-ina, Conexion Rf, Teclado Numerico, Color Negro",10,198.64,2224.77,222.48,2302.63
1/Cotización V-Z1-65,2021/Cotización V-Z1-65,Cotización V-Z1-65,07/11/2021,Procesador,BX8071513400,"Procesador Intel Core I5-11400, Lga 1200, 11th Gen, 2.6 Ghz, Hasta 4.4 Ghz, 6 Nucleos, 12 Hilos,",1,3946.14,4538.06,4538.06,4538.06
2/Cotización V-Z1-65,2021/Cotización V-Z1-65,Cotización V-Z1-65,07/11/2021,Motherboard,,"Tarjeta Madre ASUS PRIME H510M-E, LGA 1200 Gen 11th, 10Gen, 2xDDR4, 4xSATA, 1xPCIe 4.0, 2xPCIe 3.0, 1xM.2, 1xDP, 1xHDMI, 1xVGA",1,1485.41,1708.22,1708.22,1708.22
3/Cotización V-Z1-65,2021/Cotización V-Z1-65,Cotización V-Z1-65,07/11/2021,RAM,PVSR48G320C8,"Memoria RAM Patriot Viper Steel 8GB, DDR4, 3200 MHz, Disipador Negro, PVSR48G320C8",2,563.58,1296.23,648.12,1296.23
4/Cotización V-Z1-65,2021/Cotización V-Z1-65,Cotización V-Z1-65,07/11/2021,SSD,SNVS/250G,"Unidad De Estado Solido Ssd Kingston Nv1 Nvme, 250gb, Lectura 2100 Mb/s Escritura 1100 Mb/s M.2, Pciexpress, (snvs/250g)",1,566.64,651.64,651.64,651.64
5/Cotización V-Z1-65,2021/Cotización V-Z1-65,Cotización V-Z1-65,07/11/2021,HDD,WD10EZEX,"Disco Duro Western Digital Blue, Serial Ata Iii 1tb. 7200 Rpm, 64 Mb Cache.3.5 """,1,698.17,802.9,802.9,802.9
6/Cotización V-Z1-65,2021/Cotización V-Z1-65,Cotización V-Z1-65,07/11/2021,Disipador,,"Disipador Aerocool Core Plus Rgb, Intel Lga 115x, 775, 1200",1,227.78,261.95,261.95,261.95
8/Cotización V-Z1-65,2021/Cotización V-Z1-65,Cotización V-Z1-65,07/11/2021,Fuente de Poder,MPY-7501-AFAAG-US,"Fuente De Poder Cooler Master Mwe 550w, 80 Plus Bronze, 1x20+4 Pin Atx, 6xsata",1,891.97,1025.77,1025.77,1025.77
9/Cotización V-Z1-65,2021/Cotización V-Z1-65,Cotización V-Z1-65,07/11/2021,Sistema operativo,Z1INSSO10PRO,Windows 10 Pro,1,434.78,500,500,500
10/Cotización V-Z1-65,2021/Cotización V-Z1-65,Cotización V-Z1-65,07/11/2021,Ventilador,ACCVENTI47,"Ventilador Xcase Para Gabinete, 12cm, Conector Molex 4 Pin, Color Negro",2,50.6,101.2,52.37,104.74
1/Cotización V-Z1-70,2021/Cotización V-Z1-70,Cotización V-Z1-70,11/11/2021,Procesador,BX8071512900KF,"Procesador Intel Core I9-12900kf 12th Gen, 3.2ghz, Lga 1700, 30mb Cache, Desbloqueado, Requiere Graficos",1,10706.51,10974.17,10974.17,10974.17
2/Cotización V-Z1-70,2021/Cotización V-Z1-70,Cotización V-Z1-70,11/11/2021,SSD,SNVS/1000G,"Unidad De Estado Solido Ssd Kingston Nv1 Nvme, 1000 Gb, Lectura 2100 Mb/s, Escritura 1700 Mb/s, M.2",1,1523.01,1675.31,1675.31,1675.31
3/Cotización V-Z1-70,2021/Cotización V-Z1-70,Cotización V-Z1-70,11/11/2021,Fuente de Poder,SSR-1000FX,"Fuente De Poder Seasonic Focus Gx-1000 1000w 80+ Gold, Full Modular, 20+4 Pin Atx, 2 Cpu 4+4, 3 Pcie 6+2, 8 Sata",1,3002.72,3302.99,3302.99,3302.99
1/Cotización V-Z1-74,2021/Cotización V-Z1-74,Cotización V-Z1-74,07/12/2021,Procesador,BX8070110400,"Procesador Intel Core I5-10400 10th Generacion, Skt 1200, 2.9ghz, 12mb Cache (bx8070110400)",1,3431.68,3517.47,3517.47,3517.47
2/Cotización V-Z1-74,2021/Cotización V-Z1-74,Cotización V-Z1-74,07/12/2021,Motherboard,PRIME H510M-A/CSM,"Tarjeta Madre Asus Prime H410m-e, Lga 1200, Intel 10th Gen, 2xddr4, 4xsata, M.2, Pci-e 3.0, Vga, Hdmi,",1,1465.27,1501.9,1501.9,1501.9
3/Cotización V-Z1-74,2021/Cotización V-Z1-74,Cotización V-Z1-74,07/12/2021,GPU,GV-N1030D5-2GL,"Tarjeta de Video Gigabyte NVIDIA GeForce GT 1030, 2GB 64-bit GDDR4, PCI Express x16 3.0",1,3500,3587.5,3587.5,3587.5
4/Cotización V-Z1-74,2021/Cotización V-Z1-74,Cotización V-Z1-74,07/12/2021,RAM,AX4U32008G16A-SWHD35,"Memoria Ram Xpg Gammix D30 8gb, Ddr4, 3200mhz, Pc4 25600, Cl 16-20-20",2,544.91,1117.07,558.53,1117.07
5/Cotización V-Z1-74,2021/Cotización V-Z1-74,Cotización V-Z1-74,07/12/2021,SSD,SNVS/500G,"Unidad De Estado Solido Ssd Kingston Nv1 Nvme, 500gb, Lectura 2100 Mb/s, Escritura 1700 Mb/s, M.2",1,758.03,776.98,776.98,776.98
6/Cotización V-Z1-74,2021/Cotización V-Z1-74,Cotización V-Z1-74,07/12/2021,Gabinete,AEROPGSMECHA-G-BK-V2,"Gabinete Aerocool Mecha Rgb, Negro, Media Torre, Atx, Micro Atx, Mini-itx, Ventana De Cristal, 1 Ventilador Trasero 120mm, Mecha-g-bk-v2",1,812.34,832.65,832.65,832.65
7/Cotización V-Z1-74,2021/Cotización V-Z1-74,Cotización V-Z1-74,07/12/2021,Fuente de Poder,,"Fuente De Poder Balam RFuente De Poder Balam Rush Gr500, 500w, 1x20+4 Pines, 5xsata, 3xmolex, 2xp6+2, 1xp8(4+4), 80 Plus Bronceush",1,758,776.95,776.95,776.95
8/Cotización V-Z1-74,2021/Cotización V-Z1-74,Cotización V-Z1-74,07/12/2021,Sistema operativo,Z1INSSO10PRO,Windows 10 Pro,1,434.78,445.65,445.65,445.65
9/Cotización V-Z1-74,2021/Cotización V-Z1-74,Cotización V-Z1-74,07/12/2021,Antena Wifi,TL-WN881ND V2,"TP-Link Tarjeta de Red TL-WN881ND V1, Inalámbrico, 300 Mbit/s, PCI Express, WLAN, con Antena de 2dBi",1,450,450,465.75,465.75
1/Cotización V-Z1-75,2021/Cotización V-Z1-75,Cotización V-Z1-75,10/12/2021,Monitor,9H.LHXLB.QBA,"Monitor Benq Gl2480-b 24 Pulgadas, Full Hd, Vga/hdmi/dvi, Plana, Color Negro, 75 Hz, 1 Ms (9h.lhxlb.qba)",1,3179,3258.48,3258.48,3258.48
1/V-Z1-101,2022/V-Z1-101,V-Z1-101,24/03/2022,Mantenimiento,Z1MANT,Mantenimiento de CPU,0,517.24,0,517.24,517.24
1/V-Z1-102,2022/V-Z1-102,V-Z1-102,27/03/2022,SSD,ASU630SS-240GQ-R,"SSD Adata Ultimate SU630 QLC 3D, 240GB, SATA, 2.5"", 7mm",1,604.88,620,620,620
2/V-Z1-102,2022/V-Z1-102,V-Z1-102,27/03/2022,Office,,Paquetería completa office,1,487.8,500,500,500
3/V-Z1-102,2022/V-Z1-102,V-Z1-102,27/03/2022,Sistema operativo,Z1INSSO10PRO,Windows 10 Pro,1,243.9,250,250,250
1/V-Z1-106,2022/V-Z1-106,V-Z1-106,11/04/2022,Soporte para monitor,,"Soporte De Mesa Para Pantalla Plana Manhattan Tamaño Máximo De Pantalla 81,3 Cm",1,1440.3,1476.31,1476.31,1476.31
1/V-Z1-107,2022/V-Z1-107,V-Z1-107,12/04/2022,Procesador,BX8071513400,"Procesador Intel Core I5-11400, Lga 1200, 11th Gen, 2.6 Ghz, Hasta 4.4 Ghz, 6 Nucleos, 12 Hilos,",1,3964.74,4063.86,4063.86,4063.86
2/V-Z1-107,2022/V-Z1-107,V-Z1-107,12/04/2022,Motherboard,90MB1E80-M0EAY0,"Tarjeta Madre Asus Prime B460m-a R2.0, Lga 1200, Intel H470, Pci-e 4.0, 4x Ddr4, Usb 3.2 Gen 1, M.2, 4x Sata 6gb/s, Hdmi/dvi",1,1786.62,1831.29,1831.29,1831.29
3/V-Z1-107,2022/V-Z1-107,V-Z1-107,12/04/2022,GPU,N730K-2GD3H/LPV1,"Tarjeta De Video Msi NVIDIA Gt 730 Oc Edition, 2gb Ddr3, Pci-e 2.0, Hdmi, Dl Dvi, (n730k-2gd3h/lpv1)",1,2099,2151.48,2151.48,2151.48
4/V-Z1-107,2022/V-Z1-107,V-Z1-107,12/04/2022,RAM,KF426C16BB1/16,"Memoria Ram Dimm Kingston Technology Fury Beast 16gb, 2666mhz, Ddr4, Cl16, Negro",1,1346.2,1379.86,1379.86,1379.86
5/V-Z1-107,2022/V-Z1-107,V-Z1-107,12/04/2022,SSD,,"Unidad De Estado Solido Ssd M.2 Nvme Adata Swordfish 500gb, Pci-e Gen3x4, Lectura 1800mb/s, Escritura 1200mb/s",1,893,915.33,915.33,915.33
6/V-Z1-107,2022/V-Z1-107,V-Z1-107,12/04/2022,Gabinete,,"Gabinete Acteck Kioto GC460, Micro Torre, Fuente 500W, RGB, Micro ATX, Mini ITX, Ventana de Acrilico, Negro,",1,683,700.08,700.08,700.08
7/V-Z1-107,2022/V-Z1-107,V-Z1-107,12/04/2022,Fuente de Poder,CYLON 600W,"Fuente De Poder Aerocool Cylon 600w, 1x20+4 Pin, 1x4+4 Pin, 2xpcie 6+2p, 5xsata, Plus Bronze, Rgb, (cylon 600w)",1,968,992.2,992.2,992.2
8/V-Z1-107,2022/V-Z1-107,V-Z1-107,12/04/2022,Monitor,,"Monitor Led Vorago W23, 24 Pulgadas Color Negro 1920x1080, 1 Hdmi, 1 Vga",2,2394.71,4909.16,2454.58,4909.16
9/V-Z1-107,2022/V-Z1-107,V-Z1-107,12/04/2022,Teclado y raton,920-004430,"Kit De Teclado Teclado Y Mouse Optico Inalambrico Logitech Mk220, Receptor Usb2.0 Hasta 10mtsY Mouse Inalambricos Vorago Km-302, Baterias Incluidas",1,320,328,328,328
10/V-Z1-107,2022/V-Z1-107,V-Z1-107,12/04/2022,Sistema operativo,Z1INSSO10PRO,Windows 10 Pro,1,400,410,410,410
1/V-Z1-109,2022/V-Z1-109,V-Z1-109,28/04/2022,Procesador,BX8071512400F,"Procesador Intel Core I5-12400f, 12va Generacion, 18mb Cache, Lga 1700, No Incluye Graficos, Max Frecuencia 4.40 Ghz",1,3307.62,3406.85,3406.85,3406.85
2/V-Z1-109,2022/V-Z1-109,V-Z1-109,28/04/2022,Motherboard,PRIME H610M-F WIFI D4,"Tarjeta Madre Asus Prime H610m-e D4, Lga 1700, Pcie 4.0, 2x Ddr4, M.2 Dual, Dp, Hdmi, Usb 3.2 Gen 1, Sata 6gb/s, Mic-atx",1,1882.21,1938.68,1938.68,1938.68
3/V-Z1-109,2022/V-Z1-109,V-Z1-109,28/04/2022,GPU,ZT-A30600H-10M,"Tarjeta De Vídeo Zotac Gaming GeForce RTX 3060 Twin Edge 3584 Núcleos Cuda, 12 Gb",1,11000,11330,11330,11330
4/V-Z1-109,2022/V-Z1-109,V-Z1-109,28/04/2022,RAM,AX4U320016G16A-SR30,"Memoria Ram Adata Xpg Gammix D30, Ddr4, 16gb 3200mhz",1,1126.46,1160.25,1160.25,1160.25
5/V-Z1-109,2022/V-Z1-109,V-Z1-109,28/04/2022,SSD,,"Unidad De Estado Solido Ssd M.2 Nvme Adata Swordfish 500gb, Pci-e Gen3x4, Lectura 1800mb/s, Escritura 1200mb/s",1,986.72,1016.32,1016.32,1016.32
6/V-Z1-109,2022/V-Z1-109,V-Z1-109,28/04/2022,Gabinete,OGEC02,"Gabinete Ocelot Gaming Ogec01 Tower, Pc, Soporta Atx, Micro Atx, Mini-itx,",1,574.93,592.18,592.18,592.18
7/V-Z1-109,2022/V-Z1-109,V-Z1-109,28/04/2022,Fuente de Poder,CYLON 700W,"Fuente De Poder Aerocool Cylon 700w, 1x20+4 Pin, 1x4+4 Pin, 2xpcie 6+2p, 5xsata, 80 Plus Bronze, Rgb, (cylon 700w)",1,891.96,918.72,918.72,918.72
8/V-Z1-109,2022/V-Z1-109,V-Z1-109,28/04/2022,Kit de ventilación,SATURN 12F ARGB PRO,"Kit 3pz De Ventiladores Aerocool Saturn 12f Argb Pro, 120mm, 1000rpm, Negro, Saturn 12f Argb Pro",1,524,539.72,539.72,539.72
9/V-Z1-109,2022/V-Z1-109,V-Z1-109,28/04/2022,Sistema operativo,Z1INSSO10PRO,Windows 10 Pro,1,350,360.5,360.5,360.5
1/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Procesador,BX8071512400F,"Procesador Intel Core I5-12400f, 12va Generacion, 18mb Cache, Lga 1700, No Incluye Graficos, Max Frecuencia 4.40 Ghz,",1,3800.71,3895.73,3895.73,3895.73
2/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Motherboard,PRO H610M-S DDR4,"Tarjeta Madre Msi Pro B660m-a Ddr4 Lga 1700 Intel, 4x Ddr4, 2x Pci-ex16, 2x M.2, 4x Sata 3, 2x Usb 3.2 Gen 2, 5x Usb 3.2 Gen1, 2x Hdmi, 2x Dp",1,2967.08,3041.26,3041.26,3041.26
3/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,GPU,N730K-2GD3H/LPV1,"Tarjeta De Video Msi NVIDIA Gt 730 Oc Edition, 2gb Ddr3, Pci-e 2.0, Hdmi, Dl Dv",1,1239,1269.98,1269.98,1269.98
4/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,RAM,AX4U320016G16A-SR30,"Memoria Ram Adata Xpg Gammix D30, Ddr4, 16gb 3200mh",1,1220.68,1251.2,1251.2,1251.2
5/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,SSD,,"Ssd Adata Xpg Sx 6000 Pro 512 Gb, M.2, Pci Express 3.0 Lectura 2100 Mb/s, Escritura 1400 Mb/s",1,1040.36,1066.37,1066.37,1066.37
6/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Gabinete,,"Gabinete Gamer Balam Rush Spectrum Kraken, Rgb Cristal Templado, Atx, Micro Atx, Mini Itx, 2x Usb 2.0 1x Usb 3.0 Incluye 2 Ventiladores Rgb Frontales",1,967.64,991.83,991.83,991.83
7/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Fuente de Poder,MPE-7501-AFAAG-3GU2,"Fuente De Poder Cooler Master Mwe 550 Blanco V2, 550w, Atx, 6xsata, 3x4 Pin X1, 2x 6+2 Pcie, Certificacion 80",1,861.31,882.84,882.84,882.84
8/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Sistema operativo,Z1INSSO10PRO,Windows 10 pro,1,400,410,410,410
9/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Regulador,,"Regulador Koblenz Er-2550 2500va, 6 Contactos, Estructura De Metal, Uso Rudo",1,856.44,856.44,886.42,886.42
10/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Monitor,,"Monitor Gaming Led Xzeal Starter Xst-510, 21.5 Pulgadas, 75hz, Full Hd 1920 X 1080, 1xhdmi, 1xvga, Color Negro",2,2735.62,5471.24,2831.37,5662.73
11/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Teclado y raton,,"Kit de Teclado y Mouse Balam Rush Demtrix, Alámbrico, USB, Negro",1,250,250,258.75,258.75
12/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Wi Fi,,"TP-Link Tarjeta de Red Inalámbrica Archer T2E, 433 Mbit/s, PCI Express, 1 Antena",1,387,387,400.55,400.55
13/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Bocinas,,"Bocinas Acteck 2.0 Ac-922043, Potencia 3w, Interfaz Usb/3,5mm, Color Negro",1,188.95,188.95,195.56,195.56
14/V-Z1-115,2022/V-Z1-115,V-Z1-115,23/05/2022,Webcam,,"Camara Web Logitech C505 Hd 720p 30 Fps, Microfono Hasta 3 Metros De Alcance, Cable De 2m",1,510.41,510.41,528.27,528.27
1/V-Z1-120,2022/V-Z1-120,V-Z1-120,15/06/2022,Procesador,100-100000644BOX,"Procesador Amd Ryzen 5 Pro 4650g, Am4, 3.7 Ghz, Cache 8mb, Nucleos 6, Hilos 12, Graficos Si",1,3465.66,3552.3,3552.3,3552.3
2/V-Z1-120,2022/V-Z1-120,V-Z1-120,15/06/2022,Motherboard,B650M AORUS ELITE AX,"Tarjeta Madre Gigabyte B550m Aorus Pro Ax Socket Am4, 4x Ddr4, Sata Iii X4, Micro Atx, 2 X Usb 2.0, 3 X Usb 3.2 Gen 1, 1x Hdmi, Wifi 6",1,3378.74,3463.21,3463.21,3463.21
3/V-Z1-120,2022/V-Z1-120,V-Z1-120,15/06/2022,RAM,CMSX8GX4M1A3200C22,"Memoria Ram Dimm Corsair Vengeance Ddr4 8gb 3200mhz, Aura Sync Rgb, Negro",2,678.48,1390.88,695.44,1390.88
4/V-Z1-120,2022/V-Z1-120,V-Z1-120,15/06/2022,SSD,SLEG-860-500GCS,"Ssd Adata Legend 740 500 Gb, M.2, Pci Express 3.0 Lectura 2500 Mb/s, Escritura 2000 Mb/s",1,897.33,919.76,919.76,919.76
5/V-Z1-120,2022/V-Z1-120,V-Z1-120,15/06/2022,HDD,WD10EZEX,"Disco Duro Western Digital 1tb, Serial Ata Iii 3.5pulg",1,469.4,481.14,481.14,481.14
6/V-Z1-120,2022/V-Z1-120,V-Z1-120,15/06/2022,Gabinete,CA-1Y7-00M6WN-01,"Gabinete Thermaltake View 51 Tg Argb Snow Media Torre, Ventana Lateral, Ventiladores Frontales 2x 200mm, Ventiladores Traseros 1x 120mm, Color Blanco",1,4783.56,4903.15,4903.15,4903.15
7/V-Z1-120,2022/V-Z1-120,V-Z1-120,15/06/2022,Fuente de Poder,100-W1-0700-K1,"Fuente De Poder Evga 700w, 1 Cable Atx 20+4 Pin, 1 Cpu 4+4, 1 Pci-e 6+2, 9 Sata, 4 Molex, Certificacion 80 Plus",1,1131.36,1159.64,1159.64,1159.64
8/V-Z1-120,2022/V-Z1-120,V-Z1-120,15/06/2022,Sistema operativo,Z1INSSO10PRO,Windows 10 Pro y Ubuntu,2,400,820,410,820
1/V-Z1-121,2022/V-Z1-121,V-Z1-121,15/06/2022,Ventiladores,MFW-B2DN-12NFA-S2,"Ventilador Cooler Master Masterfan Mf120 S2, 12cm, 1200 Rpm Max, Led Multi, Color Negro",3,91.45,281.21,93.74,281.21
1/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Procesador,BX8071512400F,"Intel Core I5-12400f, 12va Generacion, 18mb Cache, Lga 1700, No Incluye Graficos, Max Frecuencia 4.40 Ghz",1,3836.9,3952.01,3952.01,3952.01
2/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Motherboard,,"Tarjeta Madre Msi Mag B660m Mortar, Skt 1700, 4 Ddr5, 6 Sata3, 2 M.2, 4 Usb 3.2, 1 Pci-e, Display Port/hdmi, Audio Hd",1,3675.56,3785.83,3785.83,3785.83
3/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,GPU,DUAL-RTX5070-O12G,"Palit NVIDIA GeForce RTX 3060 DUAL, 12GB 192-bit GDDR6, PCI Express x16 4.0",1,11949,12307.47,12307.47,12307.47
4/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,RAM,AX4U320016G16A-SR30,"Memoria Ram Adata Xpg Gammix D30, Ddr4, 16gb 3200mhz",2,1129.64,2327.06,1163.53,2327.06
5/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,SSD,WDS100T4B0E-00CNZ0,"Ssd Western Digital Wd Blue Sn570 Nvme, 1tb, M.2 Lectura 3500 Mb/s, Escritura 3000 Mb/s Pci Express 3.0",1,1831.33,1886.27,1886.27,1886.27
6/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Disipador,RR-2V2L-18PA-R1,"Cooler Master Hyper 212 Led Turbo Argb Lga 1150 (zocalo H3), 2x Ventiladores, Material Aluminio, Cobre,",1,902.69,929.77,929.77,929.77
7/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Gabinete,YGA-68809,"Yeyian Armageddon 2200 Rgb, Full-tower, Soporta Atx, Ventana Lateral Cristal Templado, Incluye 3 Ventiladores 120mm Rgb, Control Luces Rgb",1,1280.53,1318.95,1318.95,1318.95
8/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Fuente de Poder,,"Balam Rush Gr750fm, Modular 750 Watts, 1x20+4 Pines, 6xsata, 3xmolex, 4xp6+2, 1xp8(4+4), 80 Plus Gold",1,1536.04,1582.12,1582.12,1582.12
9/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Sistema operativo,Z1INSSO10PRO,Windows 10 Pro,1,389,400.67,400.67,400.67
10/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Monitor,MG500-V2,"Game Factor Mg500, 23.6 Pulgadas, 144mhz, Curvo R1800, Resolucion Maxima 1920 X 1080",1,4146.13,4270.51,4270.51,4270.51
11/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Wi Fi,TL-WN881ND V2,"TP-Link Tarjeta de Red TL-WN881ND V1, Inalámbrico, 300 Mbit/s, PCI Express, WLAN, con Antena de 2dBi",1,263,270.89,270.89,270.89
12/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Monitor,,"Monitor Gaming Curvo Yeyian, Sigurd Serie 3001, 27 Pulgadas, 165hz 1xdvi, 1xdp, 1xhdmi, Color Negro, Ymc-70102",1,4439.66,4572.85,4572.85,4572.85
13/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Ventiladores,YTK-120AL-01,"Ventilador Yeyian TYPHOON1200 RGB, 120mm, 1090 RPM - 1110 RPM, Negro",2,175,350,181.13,350
14/V-Z1-122,2022/V-Z1-122,V-Z1-122,16/06/2022,Brazo escritorio,OVM-S1332,"Ovaltech Brazo de Escritorio para Monitor 13"" - 32"", hasta 8Kg, Negro",1,659,659,682.07,682.07
1/V-Z1-124,2022/V-Z1-124,V-Z1-124,20/07/2022,SSD,,SSD XPG SX 6000 PRO 512GB M.2.,1,1165.16,1200.11,1200.11,1200.11
2/V-Z1-124,2022/V-Z1-124,V-Z1-124,20/07/2022,Sistema operativo,Z1INSSO10PRO,Windows 10 Pro,1,240,247.2,247.2,247.2
3/V-Z1-124,2022/V-Z1-124,V-Z1-124,20/07/2022,Otro,Z1ENVIO,Recolección y envío,1,200,200,207,207
4/V-Z1-124,2022/V-Z1-124,V-Z1-124,20/07/2022,Instalacion,Z1INSEQUIMAN,Instalación de piezas y mantenimiento.,1,500,0,500,500
1/V-Z1-128,2022/V-Z1-128,V-Z1-128,31/07/2022,Procesador,BX8071512700K,"Procesador Intel Core I7-12700k, 12va Gen, Skt Lga1700, 5ghz, 8 Nucleos Alto Rendimiento, 4 Nucleos Alta Eficiencia, 20 Threads",1,8677.64,8937.97,8937.97,8937.97
2/V-Z1-128,2022/V-Z1-128,V-Z1-128,31/07/2022,Motherboard,PRO H610M-G DDR4,"Tarjeta Madre Msi Pro B660m-g Ddr4, Socket Lga 1700, 2 Ddr4-sdram, Sata Iii 4, Micro Atx, 1xhdmi, 1xdisplayports, 2xusb 2.0, 1xusb 3.2",1,2084.31,2146.84,2146.84,2146.84
3/V-Z1-128,2022/V-Z1-128,V-Z1-128,31/07/2022,RAM,AX4U32008G16A-SBKD35,"Dimm Xpg Gammix D10 16gb Ddr4, 3200 Mhz, Pc4-25600, Disipador Color Rojo",1,1059.19,1090.97,1090.97,1090.97
4/V-Z1-128,2022/V-Z1-128,V-Z1-128,31/07/2022,SSD,SNVS/1000G,"Ssd Kingston Nv1 Nvme, 1tb, Lectura 2100 Mb/s, Escritura 1700 Mb/s, M.2 (snvs/1000g)",1,1400.63,1442.65,1442.65,1442.65
5/V-Z1-128,2022/V-Z1-128,V-Z1-128,31/07/2022,Disipador,RR-2V2L-18PD-R1,"Cooler Master Hyper 212 Spectrum V2, Aluminio, Iluminacion Led Radiante",1,528.73,544.59,544.59,544.59
6/V-Z1-128,2022/V-Z1-128,V-Z1-128,31/07/2022,Gabinete,,"eyian Shadow 2200, Atx, Cristal Templado, Filtro De Polvo De Metal, Incluye 3 Ventiladores Rgb",1,907.95,935.19,935.19,935.19
7/V-Z1-128,2022/V-Z1-128,V-Z1-128,31/07/2022,Fuente de Poder,MPW-7001-ACAAG-U2,"Cooler Master 700 Watts ,g700 Gold, 80 Plus Gold, Atx",1,1617.6,1666.13,1666.13,1666.13
8/V-Z1-128,2022/V-Z1-128,V-Z1-128,31/07/2022,Sistema operativo,Z1INSSO10PRO,Windows 10 Pro,1,388.35,400,400,400
